customerID,gender,State,Account length,Area code,Contract,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Churn value,Total Call duration,Complaints,PaperlessBilling,PaymentMethod,Recharge Frequency,Total_charge,Avg_Days_Between_Recharge,estimated_recharge_freq
3351-NGXYI,Female,NC,83,510,Month-to-month,No,Yes,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,FALSE,0,599.4,0,Yes,Electronic check,1.05,52.42,114.4601297,0.2621
8984-EYLLL,Male,HI,104,408,Two year,No,No,0,170.6,97,29,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1,FALSE,0,549.5,0,Yes,Electronic check,1.08,53.91,111.2966055,0.26955
9057-MSWCO,Male,NJ,106,415,Month-to-month,No,No,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,FALSE,0,630.4,0,No,Credit card (automatic),1.24,62.16,96.52509653,0.3108
9833-TGFHX,Male,MS,84,510,One year,No,No,0,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,1,FALSE,0,461.3,0,No,Electronic check,0.8,40.13,149.5140792,0.20065
9294-TDIPC,Male,MN,99,408,Month-to-month,No,No,0,128.8,86,21.9,203.9,105,17.33,282.6,131,12.72,14.1,4,3.81,2,FALSE,0,629.4,0,No,Mailed check,1.12,55.76,107.6040172,0.2788
5229-DTFYB,Female,RI,134,415,Two year,No,No,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,FALSE,0,574.6,0,Yes,Bank transfer (automatic),1.08,53.78,111.5656378,0.2689
0104-PPXDV,Male,NJ,80,415,One year,No,No,0,268.7,120,45.68,301,147,25.59,167,140,7.52,5.8,1,1.57,2,TRUE,1,742.5,0,No,Credit card (automatic),1.61,80.36,74.66401195,0.4018
5176-LMJXE,Female,MN,85,415,Two year,No,No,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1,3,FALSE,0,730.2,0,Yes,Mailed check,1.47,73.39,81.75500749,0.36695
3583-KRKMD,Male,WI,120,408,Month-to-month,No,Yes,26,239.4,94,40.7,259.4,88,22.05,238,132,10.71,7.7,3,2.08,0,FALSE,0,744.5,0,Yes,Bank transfer (automatic),1.51,75.54,79.42811755,0.3777
1010-DIAUQ,Male,KS,120,510,Month-to-month,No,No,0,158,110,26.86,197,103,16.75,154.9,132,6.97,10,5,2.7,1,FALSE,0,519.9,0,No,Bank transfer (automatic),1.07,53.28,112.6126126,0.2664
9069-LGEUL,Male,NJ,125,415,Month-to-month,No,No,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,FALSE,0,505.3,0,Yes,Bank transfer (automatic),1.07,53.72,111.6902457,0.2686
7302-ZHMHP,Female,ND,118,415,Month-to-month,No,Yes,39,91.5,125,15.56,219.9,113,18.69,229,99,10.31,12.7,8,3.43,2,FALSE,0,553.1,0,No,Mailed check,0.96,47.99,125.0260471,0.23995
9571-EDEBV,Male,WY,62,415,One year,No,No,0,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11,5,2.97,0,FALSE,0,642.1,0,Yes,Credit card (automatic),1.24,62.14,96.5561635,0.3107
3520-FJGCV,Male,LA,112,510,Two year,No,No,0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,FALSE,0,615.6,0,Yes,Credit card (automatic),1.25,62.43,96.10764056,0.31215
6563-VRERX,Male,AL,68,510,One year,No,No,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12,7,3.24,1,FALSE,0,609.1,0,No,Mailed check,1.17,58.61,102.3716089,0.29305
0259-GBZSH,Male,TX,201,415,Month-to-month,No,Yes,21,192,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,FALSE,0,562.3,0,Yes,Electronic check,1.25,62.26,96.37006103,0.3113
6122-EFVKN,Male,AR,116,510,Two year,No,No,0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,FALSE,0,603.5,0,No,Mailed check,1.1,54.96,109.1703057,0.2748
2805-EDJPQ,Female,GA,133,510,One year,No,No,0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,FALSE,0,419.6,0,Yes,Credit card (automatic),1.03,51.29,116.9818678,0.25645
6862-CQUMB,Male,KY,125,408,Month-to-month,No,No,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,FALSE,0,616.6,0,Yes,Credit card (automatic),1.24,61.99,96.78980481,0.30995
7156-MXBJE,Female,NE,21,510,One year,No,No,0,225,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,FALSE,0,701.1,0,No,Credit card (automatic),1.44,71.85,83.50730689,0.35925
6158-HDPXZ,Male,ND,110,408,Month-to-month,No,No,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3,FALSE,0,544.6,0,No,Mailed check,1.2,59.91,100.1502253,0.29955
9601-BRXPO,Female,NH,83,415,Month-to-month,No,No,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,FALSE,0,671.5,0,Yes,Bank transfer (automatic),1.41,70.33,85.3121001,0.35165
2863-IMQDR,Female,IN,101,415,Two year,No,Yes,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,FALSE,0,560,0,No,Electronic check,1.2,59.87,100.2171371,0.29935
5686-CMAWK,Male,OR,117,415,One year,No,Yes,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,FALSE,0,656,0,No,Electronic check,1.3,64.88,92.4784217,0.3244
5651-CRHKQ,Female,OH,127,408,One year,No,No,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,FALSE,0,516.4,0,Yes,Bank transfer (automatic),1.05,52.31,114.700822,0.26155
6905-NIQIN,Male,KS,138,510,Month-to-month,No,Yes,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15,3,4.05,1,FALSE,0,625.3,0,No,Mailed check,1.28,64.13,93.55995634,0.32065
8204-YJCLA,Male,TX,120,415,Two year,No,No,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,FALSE,0,586.9,0,Yes,Bank transfer (automatic),1.28,63.98,93.77930603,0.3199
5167-ZFFMM,Male,DC,141,415,Month-to-month,No,Yes,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8,3,2.16,4,FALSE,0,590.2,1,Yes,Credit card (automatic),1.17,58.67,102.2669167,0.29335
6583-SZVGP,Male,OR,87,510,Two year,No,Yes,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,FALSE,0,548.4,0,Yes,Bank transfer (automatic),1.19,59.42,100.9761023,0.2971
4895-TMWIR,Male,WA,97,408,Month-to-month,No,No,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,TRUE,1,717.4,0,No,Mailed check,1.54,76.84,78.08433108,0.3842
0533-BNWKF,Female,NC,162,408,Month-to-month,No,Yes,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,TRUE,1,619.4,0,Yes,Electronic check,1.22,61.15,98.11937858,0.30575
1708-PBBOA,Female,TX,119,510,One year,No,No,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,TRUE,1,557.7,0,Yes,Electronic check,0.95,47.48,126.3689975,0.2374
8782-LKFPK,Male,WI,107,510,Month-to-month,No,Yes,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12,1,3.24,1,FALSE,0,574.2,0,Yes,Mailed check,1.29,64.38,93.19664492,0.3219
5522-JBWMO,Male,SC,140,510,Month-to-month,No,Yes,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3,1,FALSE,0,525.1,0,No,Electronic check,1.05,52.66,113.9384732,0.2633
3597-MVHJT,Female,SD,91,415,Month-to-month,No,No,0,153,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,TRUE,1,475.9,0,Yes,Bank transfer (automatic),0.97,48.5,123.7113402,0.2425
9774-NRNAU,Male,OH,135,415,Month-to-month,No,No,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,FALSE,0,557.7,1,Yes,Bank transfer (automatic),1.29,64.48,93.05210918,0.3224
0224-RLWWD,Female,HI,86,408,Month-to-month,No,Yes,21,197.9,99,33.64,165.6,100,14.08,208,120,9.36,10.1,9,2.73,0,FALSE,0,581.6,0,Yes,Electronic check,1.2,59.81,100.3176726,0.29905
9967-ATRFS,Female,KY,131,415,Month-to-month,No,No,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,FALSE,0,643.8,0,No,Mailed check,1.21,60.42,99.30486594,0.3021
3951-NJCVI,Female,OH,86,415,Month-to-month,No,Yes,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,FALSE,0,706.5,0,Yes,Electronic check,1.41,70.35,85.28784648,0.35175
2977-CEBSX,Female,AL,85,415,Two year,No,No,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,FALSE,0,638.9,0,Yes,Credit card (automatic),1.31,65.38,91.77118385,0.3269
0177-PXBAT,Male,VT,195,415,Month-to-month,No,Yes,36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,FALSE,0,670.6,0,Yes,Bank transfer (automatic),1.42,70.87,84.66205729,0.35435
6599-CEBNN,Female,ND,177,408,Month-to-month,No,No,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,FALSE,0,605.9,0,Yes,Credit card (automatic),1.22,61.21,98.02319882,0.30605
2519-ERQOJ,Male,WA,100,408,Month-to-month,No,No,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,TRUE,1,526.7,1,Yes,Electronic check,0.87,43.33,138.4721902,0.21665
5876-QMYLD,Female,CT,124,415,One year,No,No,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,FALSE,0,732.9,0,No,Mailed check,1.27,63.38,94.66708741,0.3169
2277-AXSDC,Female,DE,81,510,One year,Yes,No,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,FALSE,0,566.6,0,No,Bank transfer (automatic),1.32,66.09,90.78529278,0.33045
9442-JTWDL,Female,HI,105,415,One year,No,No,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,TRUE,1,794.3,0,No,Credit card (automatic),1.7,84.93,70.64641469,0.42465
0979-PHULV,Male,MI,126,415,Month-to-month,Yes,Yes,26,129.3,123,21.98,176.5,114,15,154.5,102,6.95,9.6,7,2.59,1,FALSE,0,469.9,0,Yes,Credit card (automatic),0.93,46.52,128.9767842,0.2326
3067-SVMTC,Female,ND,71,510,One year,No,No,0,238,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,TRUE,1,721.4,0,No,Bank transfer (automatic),1.52,76.01,78.93698198,0.38005
5495-GPSRW,Male,NE,139,415,Two year,No,No,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,FALSE,0,617.5,0,Yes,Mailed check,1.27,63.72,94.16195857,0.3186
7606-BPHHN,Male,NE,77,415,Two year,No,No,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2,7,0.54,1,FALSE,0,590.6,0,Yes,Credit card (automatic),1.11,55.6,107.9136691,0.278
4742-DRORA,Male,KY,72,408,One year,No,No,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8,6,2.16,1,FALSE,0,543.9,0,Yes,Bank transfer (automatic),1.12,55.8,107.5268817,0.279
0111-KLBQG,Male,KS,74,415,Month-to-month,No,Yes,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9,4,2.43,1,FALSE,0,728.9,0,Yes,Mailed check,1.38,69.07,86.86839438,0.34535
4800-VHZKI,Female,ND,124,415,Month-to-month,No,No,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,FALSE,0,555.4,0,Yes,Mailed check,1.14,56.83,105.5780398,0.28415
7989-CHGTL,Male,KY,113,408,Month-to-month,No,Yes,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,TRUE,1,599.5,1,Yes,Mailed check,1.1,55.13,108.8336659,0.27565
0334-GDDSO,Male,ME,66,510,Month-to-month,No,No,0,118,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,FALSE,0,585.8,0,Yes,Electronic check,1.04,52.23,114.8765078,0.26115
4163-NCJAK,Female,MT,124,415,One year,No,Yes,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12,7,3.24,2,FALSE,0,645.3,0,Yes,Bank transfer (automatic),1.21,60.3,99.50248756,0.3015
5233-AOZUF,Female,IL,134,408,Month-to-month,No,No,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,FALSE,0,474.1,0,Yes,Electronic check,1.01,50.63,118.5068141,0.25315
5973-EJGDP,Male,ME,41,415,Month-to-month,No,Yes,30,191.7,109,32.59,193,86,16.41,149.4,93,6.72,11.1,4,3,1,FALSE,0,545.2,0,Yes,Electronic check,1.17,58.72,102.1798365,0.2936
1996-DBMUS,Female,SC,159,415,Month-to-month,No,Yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,FALSE,0,544.4,0,Yes,Bank transfer (automatic),1.1,55.21,108.6759645,0.27605
7916-VCCPB,Female,IL,87,408,Month-to-month,Yes,Yes,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,FALSE,0,595.4,0,No,Bank transfer (automatic),1.16,58.05,103.3591731,0.29025
4686-GEFRM,Male,WA,132,415,Two year,No,No,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6,8,6,2.16,3,FALSE,0,561.9,0,Yes,Bank transfer (automatic),1.29,64.31,93.29808739,0.32155
5249-QYHEX,Female,NE,86,408,Two year,No,No,0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,FALSE,0,489.3,0,Yes,Mailed check,0.87,43.62,137.5515818,0.2181
0578-SKVMF,Female,IL,55,415,Month-to-month,Yes,No,0,269.6,121,45.83,171.7,91,14.59,219,98,9.86,8.2,6,2.21,1,FALSE,0,668.5,0,No,Electronic check,1.45,72.49,82.77003725,0.36245
5564-NEMQO,Female,VT,101,415,Month-to-month,No,No,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,FALSE,0,567.3,0,Yes,Bank transfer (automatic),1.09,54.38,110.3346819,0.2719
2233-FAGXV,Female,KS,94,408,Month-to-month,No,No,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,TRUE,1,729.5,0,Yes,Mailed check,1.52,76.22,78.7194962,0.3811
5605-IYGFG,Female,ND,68,408,Month-to-month,No,No,0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,FALSE,0,577.2,0,Yes,Bank transfer (automatic),1.23,61.5,97.56097561,0.3075
7663-ZTEGJ,Male,CO,98,408,One year,No,No,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,FALSE,0,592.5,0,No,Credit card (automatic),1.34,66.75,89.88764045,0.33375
3935-TBRZZ,Male,TX,123,408,One year,No,No,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,FALSE,0,621,0,No,Mailed check,1.41,70.28,85.37279454,0.3514
8111-BKVDS,Female,CA,111,408,Month-to-month,No,No,0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,TRUE,1,735.6,0,No,Bank transfer (automatic),1.53,76.63,78.29831659,0.38315
2055-SIFSS,Female,MS,69,510,Month-to-month,No,Yes,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0,FALSE,0,803.7,0,No,Bank transfer (automatic),1.67,83.33,72.00288012,0.41665
2806-MLNTI,Male,RI,127,415,One year,No,Yes,27,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1,FALSE,0,625.2,0,Yes,Bank transfer (automatic),1.11,55.45,108.2055906,0.27725
8734-DKSTZ,Female,NM,105,415,Month-to-month,No,No,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,FALSE,0,681.4,0,No,Electronic check,1.29,64.64,92.82178218,0.3232
4360-PNRQB,Male,VA,75,415,Month-to-month,No,No,0,224.7,116,38.2,192,79,16.32,212.2,98,9.55,11.3,11,3.05,3,FALSE,0,640.2,0,Yes,Bank transfer (automatic),1.34,67.12,89.39213349,0.3356
6152-ONASV,Female,TX,126,415,One year,No,No,0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13,3,3.51,1,FALSE,0,545,0,No,Bank transfer (automatic),1.15,57.29,104.7303194,0.28645
9063-ZGTUY,Female,NM,41,415,Month-to-month,No,No,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,TRUE,1,796.6,0,Yes,Mailed check,1.61,80.39,74.63614877,0.40195
7781-HVGMK,Female,RI,113,415,Two year,No,No,0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,FALSE,0,404,0,Yes,Credit card (automatic),0.75,37.54,159.8295152,0.1877
2181-UAESM,Male,NY,78,510,Month-to-month,No,No,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,FALSE,0,588.4,0,No,Electronic check,1.14,57.04,105.1893408,0.2852
2957-LOLHO,Male,WA,110,415,Month-to-month,No,No,0,241.2,105,41,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,FALSE,0,669.3,0,Yes,Bank transfer (automatic),1.38,69.16,86.75534991,0.3458
6048-NJXHX,Male,NE,112,415,Two year,Yes,Yes,16,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1,FALSE,0,559.6,0,Yes,Electronic check,1.21,60.47,99.22275509,0.30235
2320-SLKMB,Female,ID,104,510,Month-to-month,No,No,0,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0,FALSE,0,526.8,0,Yes,Credit card (automatic),0.9,44.87,133.7196345,0.22435
4980-URKXC,Male,WV,127,510,One year,No,No,0,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10,1,2.7,2,FALSE,0,579.4,0,No,Bank transfer (automatic),1.28,63.78,94.07337723,0.3189
4376-KFVRS,Male,NE,61,408,Two year,No,No,0,267.1,104,45.41,180.4,131,15.33,230.6,106,10.38,17.3,4,4.67,1,TRUE,1,695.4,0,Yes,Credit card (automatic),1.52,75.79,79.1661169,0.37895
5886-VLQVU,Male,RI,65,415,Month-to-month,No,Yes,29,215.5,129,36.64,161.9,77,13.76,128.3,91,5.77,8.8,5,2.38,2,FALSE,0,514.5,0,Yes,Bank transfer (automatic),1.17,58.55,102.4765158,0.29275
3577-AMVUX,Male,CT,152,408,Month-to-month,No,Yes,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,13.3,3,3.59,5,FALSE,0,729.7,1,No,Mailed check,1.48,74.08,80.99352052,0.3704
0771-WLCLA,Female,RI,63,415,Month-to-month,Yes,No,0,62.9,112,10.69,202.9,111,17.25,259,58,11.66,8.9,8,2.4,1,FALSE,0,533.7,0,Yes,Electronic check,0.84,42,142.8571429,0.21
5628-RKIFK,Female,IA,100,408,Month-to-month,No,No,0,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4,FALSE,0,676.7,1,No,Credit card (automatic),1.44,72.1,83.21775312,0.3605
0206-TBWLC,Female,MS,29,510,One year,No,No,0,313.2,103,53.24,216.3,151,18.39,218.4,106,9.83,12.8,4,3.46,2,TRUE,1,760.7,0,Yes,Mailed check,1.7,84.92,70.65473387,0.4246
2937-FTHUR,Female,ME,175,415,Month-to-month,No,No,0,132,95,22.44,231.2,74,19.65,313.4,108,14.1,8.7,10,2.35,1,FALSE,0,685.3,0,No,Electronic check,1.17,58.54,102.4940212,0.2927
1910-FMXJM,Female,MS,98,415,Month-to-month,Yes,Yes,23,245.5,54,41.74,292.7,83,24.88,184,90,8.28,10.8,7,2.92,1,FALSE,0,733,0,No,Electronic check,1.56,77.82,77.10100231,0.3891
7752-XUSCI,Female,VA,121,415,Month-to-month,No,No,0,134.1,112,22.8,195.1,104,16.58,159.6,139,7.18,10.5,2,2.84,2,FALSE,0,499.3,0,Yes,Electronic check,0.99,49.4,121.4574899,0.247
4110-PFEUZ,Female,PA,104,415,Month-to-month,No,No,0,144.5,107,24.57,180.5,85,15.34,226,94,10.17,17,6,4.59,2,FALSE,0,568,0,No,Mailed check,1.09,54.67,109.7494055,0.27335
0732-OCQOC,Female,NE,123,415,Two year,No,No,0,150,98,25.5,89.8,95,7.63,326,91,14.67,11.1,3,3,3,FALSE,0,576.9,0,Yes,Bank transfer (automatic),1.02,50.8,118.1102362,0.254
5168-MSWXT,Male,MI,61,415,Month-to-month,No,Yes,33,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,10.9,3,2.94,3,FALSE,0,684,0,Yes,Electronic check,1.5,75.1,79.89347537,0.3755
1090-ESELR,Male,MD,160,415,Two year,No,No,0,256,111,43.52,187.4,61,15.93,119.1,81,5.36,11.5,4,3.11,3,FALSE,0,574,0,No,Bank transfer (automatic),1.36,67.92,88.33922261,0.3396
8592-PLTMQ,Female,AR,153,408,One year,No,No,0,154.6,56,26.28,263,84,22.36,367.7,89,16.55,15.5,2,4.19,1,FALSE,0,800.8,0,No,Mailed check,1.39,69.38,86.48025368,0.3469
5760-WRAHC,Female,FL,31,510,Month-to-month,No,No,0,165.4,84,28.12,203.7,107,17.31,201.7,65,9.08,8.2,1,2.21,1,FALSE,0,579,0,Yes,Mailed check,1.13,56.72,105.7827927,0.2836
8847-GEOOQ,Male,KY,122,415,Month-to-month,No,No,0,168.3,96,28.61,87.6,91,7.45,247.2,87,11.12,8.4,6,2.27,1,FALSE,0,511.5,0,Yes,Bank transfer (automatic),0.99,49.45,121.3346815,0.24725
0256-LTHVJ,Female,IN,46,415,Month-to-month,No,Yes,34,191.4,102,32.54,361.8,96,30.75,147.5,132,6.64,7.2,2,1.94,1,FALSE,0,707.9,0,Yes,Electronic check,1.44,71.87,83.48406846,0.35935
4785-FCIFB,Female,FL,103,415,Two year,No,No,0,158.7,90,26.98,198.4,117,16.86,181.1,76,8.15,10.5,4,2.84,1,FALSE,0,548.7,0,No,Mailed check,1.1,54.83,109.4291446,0.27415
8313-NDOIA,Female,IL,68,415,Month-to-month,Yes,Yes,29,195.5,113,33.24,171.6,96,14.59,204,85,9.18,13.5,9,3.65,1,TRUE,1,584.6,0,Yes,Electronic check,1.21,60.66,98.91196835,0.3033
5149-CUZUJ,Male,AL,149,415,One year,No,Yes,20,264.4,102,44.95,219.6,123,18.67,200.4,89,9.02,11.3,3,3.05,2,FALSE,0,695.7,0,No,Bank transfer (automatic),1.51,75.69,79.27070947,0.37845
0942-KOWSM,Female,MT,102,408,Two year,No,No,0,273.2,85,46.44,211.1,82,17.94,203.7,129,9.17,13.1,7,3.54,2,TRUE,1,701.1,0,No,Bank transfer (automatic),1.54,77.09,77.8311065,0.38545
4237-CLSMM,Male,WI,153,510,Month-to-month,No,No,0,159.5,103,27.12,275.5,90,23.42,176.7,126,7.95,10.1,2,2.73,1,TRUE,1,621.8,0,No,Mailed check,1.22,61.22,98.00718719,0.3061
1452-VOQCH,Male,NY,122,510,Month-to-month,No,No,0,145.6,102,24.75,284.7,111,24.2,228.2,91,10.27,12.2,5,3.29,0,FALSE,0,670.7,0,Yes,Electronic check,1.25,62.51,95.98464246,0.31255
4719-UMSIY,Male,WY,127,510,Month-to-month,Yes,No,0,247.5,99,42.08,108.5,118,9.22,232,72,10.44,10.6,3,2.86,2,FALSE,0,598.6,0,No,Mailed check,1.29,64.6,92.87925697,0.323
6614-VBEGU,Female,NY,126,415,Month-to-month,Yes,No,0,239.7,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,1,TRUE,1,716.3,0,Yes,Bank transfer (automatic),1.52,76.03,78.91621728,0.38015
0880-TKATG,Male,CO,90,408,Month-to-month,No,No,0,109.9,102,18.68,220.8,114,18.77,104,133,4.68,10.9,6,2.94,0,FALSE,0,445.6,0,No,Electronic check,0.9,45.07,133.1262481,0.22535
3811-VBYBZ,Male,CA,37,510,Month-to-month,No,No,0,239.9,120,40.78,261.6,88,22.24,207.1,88,9.32,8.9,4,2.4,2,TRUE,1,717.5,0,Yes,Electronic check,1.49,74.74,80.2782981,0.3737
1480-BKXGA,Male,CO,132,415,Two year,No,No,0,197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,4,TRUE,1,519.9,1,Yes,Bank transfer (automatic),1.12,55.93,107.2769533,0.27965
2996-XAUVF,Male,KY,38,408,Two year,No,Yes,36,115.4,98,19.62,166.2,83,14.13,184.7,79,8.31,15.2,6,4.1,2,FALSE,0,481.5,0,Yes,Mailed check,0.92,46.16,129.982669,0.2308
9076-AXYIK,Male,ID,92,415,Two year,No,No,0,197.2,113,33.52,242.3,116,20.6,192,76,8.64,11,5,2.97,2,FALSE,0,642.5,0,No,Electronic check,1.31,65.73,91.2825194,0.32865
5968-XQIVE,Male,HI,111,408,One year,No,Yes,13,193.1,104,32.83,111.6,98,9.49,227.4,94,10.23,12.1,4,3.27,1,FALSE,0,544.2,0,Yes,Electronic check,1.12,55.82,107.4883554,0.2791
8896-RAZCR,Female,TX,121,415,Two year,No,Yes,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5,FALSE,0,679.2,1,No,Mailed check,1.54,76.81,78.1148288,0.38405
4640-UHDOS,Female,GA,131,408,Month-to-month,No,No,0,197,79,33.49,201,114,17.09,151.2,111,6.8,11.6,5,3.13,1,FALSE,0,560.8,0,No,Electronic check,1.21,60.51,99.15716411,0.30255
4933-IKULF,Female,ME,19,415,One year,No,No,0,201.5,123,34.26,129.2,110,10.98,220.6,98,9.93,12.9,4,3.48,1,FALSE,0,564.2,0,No,Mailed check,1.17,58.65,102.3017903,0.29325
3583-EKAPL,Male,OH,135,415,Month-to-month,No,No,0,173.4,107,29.48,222,84,18.87,64.2,94,2.89,13.7,6,3.7,1,FALSE,0,473.3,0,Yes,Electronic check,1.1,54.94,109.2100473,0.2747
1304-BCCFO,Male,TN,129,408,Month-to-month,No,No,0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,FALSE,0,515.2,0,Yes,Mailed check,0.95,47.42,126.5288908,0.2371
4104-PVRPS,Male,VT,142,415,Month-to-month,No,No,0,232.5,74,39.53,181.8,142,15.45,203.1,86,9.14,10.4,6,2.81,4,FALSE,0,627.8,1,No,Mailed check,1.34,66.93,89.6458987,0.33465
9399-APLBT,Female,MD,130,415,Month-to-month,No,Yes,45,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1,FALSE,0,624.5,0,Yes,Electronic check,1.23,61.36,97.78357236,0.3068
